"תנ ך עברי מודרני"


"This Bible is in the Public Domain."

"Verse ID","Book Name","Book Number",Chapter,Verse,Text
13797,אִיּוֹב,18,38,3,"אזר נא כגבר חלציך ואשאלך והודיעני׃"
13798,אִיּוֹב,18,38,4,"איפה היית ביסדי ארץ הגד אם ידעת בינה׃"
13799,אִיּוֹב,18,38,5,"מי שם ממדיה כי תדע או מי נטה עליה קו׃"
13800,אִיּוֹב,18,38,6,"על מה אדניה הטבעו או מי ירה אבן פנתה׃"
13801,אִיּוֹב,18,38,7,"ברן יחד כוכבי בקר ויריעו כל בני אלהים׃"
13802,אִיּוֹב,18,38,8,"ויסך בדלתים ים בגיחו מרחם יצא׃"
13803,אִיּוֹב,18,38,9,"בשומי ענן לבשו וערפל חתלתו׃"
13804,אִיּוֹב,18,38,10,"ואשבר עליו חקי ואשים בריח ודלתים׃"
13805,אִיּוֹב,18,38,11,"ואמר עד פה תבוא ולא תסיף ופא ישית בגאון גליך׃"
13806,אִיּוֹב,18,38,12,"המימיך צוית בקר ידעתה שחר מקמו׃"
13807,אִיּוֹב,18,38,13,"לאחז בכנפות הארץ וינערו רשעים ממנה׃"
13808,אִיּוֹב,18,38,14,"תתהפך כחמר חותם ויתיצבו כמו לבוש׃"
13809,אִיּוֹב,18,38,15,"וימנע מרשעים אורם וזרוע רמה תשבר׃"
13810,אִיּוֹב,18,38,16,"הבאת עד נבכי ים ובחקר תהום התהלכת׃"
13811,אִיּוֹב,18,38,17,"הנגלו לך שערי מות ושערי צלמות תראה׃"
13812,אִיּוֹב,18,38,18,"התבננת עד רחבי ארץ הגד אם ידעת כלה׃"
13813,אִיּוֹב,18,38,19,"אי זה הדרך ישכן אור וחשך אי זה מקמו׃"
13814,אִיּוֹב,18,38,20,"כי תקחנו אל גבולו וכי תבין נתיבות ביתו׃"
13815,אִיּוֹב,18,38,21,"ידעת כי אז תולד ומספר ימיך רבים׃"
13816,אִיּוֹב,18,38,22,"הבאת אל אצרות שלג ואצרות ברד תראה׃"
13817,אִיּוֹב,18,38,23,"אשר חשכתי לעת צר ליום קרב ומלחמה׃"
13818,אִיּוֹב,18,38,24,"אי זה הדרך יחלק אור יפץ קדים עלי ארץ׃"
13819,אִיּוֹב,18,38,25,"מי פלג לשטף תעלה ודרך לחזיז קלות׃"
13820,אִיּוֹב,18,38,26,"להמטיר על ארץ לא איש מדבר לא אדם בו׃"
13821,אִיּוֹב,18,38,27,"להשביע שאה ומשאה ולהצמיח מצא דשא׃"
13822,אִיּוֹב,18,38,28,"היש למטר אב או מי הוליד אגלי טל׃"
13823,אִיּוֹב,18,38,29,"מבטן מי יצא הקרח וכפר שמים מי ילדו׃"
13824,אִיּוֹב,18,38,30,"כאבן מים יתחבאו ופני תהום יתלכדו׃"
13825,אִיּוֹב,18,38,31,"התקשר מעדנות כימה או משכות כסיל תפתח׃"
13826,אִיּוֹב,18,38,32,"התציא מזרות בעתו ועיש על בניה תנחם׃"
13827,אִיּוֹב,18,38,33,"הידעת חקות שמים אם תשים משטרו בארץ׃"
13828,אִיּוֹב,18,38,34,"התרים לעב קולך ושפעת מים תכסך׃"
13829,אִיּוֹב,18,38,35,"התשלח ברקים וילכו ויאמרו לך הננו׃"
13830,אִיּוֹב,18,38,36,"מי שת בטחות חכמה או מי נתן לשכוי בינה׃"
13831,אִיּוֹב,18,38,37,"מי יספר שחקים בחכמה ונבלי שמים מי ישכיב׃"
13832,אִיּוֹב,18,38,38,"בצקת עפר למוצק ורגבים ידבקו׃"
13833,אִיּוֹב,18,38,39,"התצוד ללביא טרף וחית כפירים תמלא׃"
13834,אִיּוֹב,18,38,40,"כי ישחו במעונות ישבו בסכה למו ארב׃"
13835,אִיּוֹב,18,38,41,"מי יכין לערב צידו כי ילדו אל אל ישועו יתעו לבלי אכל׃"
13836,אִיּוֹב,18,39,1,"¶ הידעת עת לדת יעלי סלע חלל אילות תשמר׃"
13837,אִיּוֹב,18,39,2,"תספר ירחים תמלאנה וידעת עת לדתנה׃"
13838,אִיּוֹב,18,39,3,"תכרענה ילדיהן תפלחנה חבליהם תשלחנה׃"
13839,אִיּוֹב,18,39,4,"יחלמו בניהם ירבו בבר יצאו ולא שבו למו׃"
13840,אִיּוֹב,18,39,5,"מי שלח פרא חפשי ומסרות ערוד מי פתח׃"
13841,אִיּוֹב,18,39,6,"אשר שמתי ערבה ביתו ומשכנותיו מלחה׃"
13842,אִיּוֹב,18,39,7,"ישחק להמון קריה תשאות נוגש לא ישמע׃"
13843,אִיּוֹב,18,39,8,"יתור הרים מרעהו ואחר כל ירוק ידרוש׃"
13844,אִיּוֹב,18,39,9,"היאבה רים עבדך אם ילין על אבוסך׃"
13845,אִיּוֹב,18,39,10,"התקשר רים בתלם עבתו אם ישדד עמקים אחריך׃"
13846,אִיּוֹב,18,39,11,"התבטח בו כי רב כחו ותעזב אליו יגיעך׃"
13847,אִיּוֹב,18,39,12,"התאמין בו כי ישוב זרעך וגרנך יאסף׃"
13848,אִיּוֹב,18,39,13,"כנף רננים נעלסה אם אברה חסידה ונצה׃"
13849,אִיּוֹב,18,39,14,"כי תעזב לארץ בציה ועל עפר תחמם׃"
13850,אִיּוֹב,18,39,15,"ותשכח כי רגל תזורה וחית השדה תדושה׃"
13851,אִיּוֹב,18,39,16,"הקשיח בניה ללא לה לריק יגיעה בלי פחד׃"
13852,אִיּוֹב,18,39,17,"כי השה אלוה חכמה ולא חלק לה בבינה׃"
13853,אִיּוֹב,18,39,18,"כעת במרום תמריא תשחק לסוס ולרכבו׃"
13854,אִיּוֹב,18,39,19,"התתן לסוס גבורה התלביש צוארו רעמה׃"
13855,אִיּוֹב,18,39,20,"התרעישנו כארבה הוד נחרו אימה׃"
13856,אִיּוֹב,18,39,21,"יחפרו בעמק וישיש בכח יצא לקראת נשק׃"
13857,אִיּוֹב,18,39,22,"ישחק לפחד ולא יחת ולא ישוב מפני חרב׃"
13858,אִיּוֹב,18,39,23,"עליו תרנה אשפה להב חנית וכידון׃"
13859,אִיּוֹב,18,39,24,"ברעש ורגז יגמא ארץ ולא יאמין כי קול שופר׃"
13860,אִיּוֹב,18,39,25,"בדי שפר יאמר האח ומרחוק יריח מלחמה רעם שרים ותרועה׃"
13861,אִיּוֹב,18,39,26,"המבינתך יאבר נץ יפרש כנפו לתימן׃"
13862,אִיּוֹב,18,39,27,"אם על פיך יגביה נשר וכי ירים קנו׃"
13863,אִיּוֹב,18,39,28,"סלע ישכן ויתלנן על שן סלע ומצודה׃"
13864,אִיּוֹב,18,39,29,"משם חפר אכל למרחוק עיניו יביטו׃"
13865,אִיּוֹב,18,39,30,"ואפרחו יעלעו דם ובאשר חללים שם הוא׃"
13866,אִיּוֹב,18,40,1,"¶ ויען יהוה את איוב ויאמר׃"
13867,אִיּוֹב,18,40,2,"הרב עם שדי יסור מוכיח אלוה יעננה׃"
13868,אִיּוֹב,18,40,3,"ויען איוב את יהוה ויאמר׃"
13869,אִיּוֹב,18,40,4,"הן קלתי מה אשיבך ידי שמתי למו פי׃"
13870,אִיּוֹב,18,40,5,"אחת דברתי ולא אענה ושתים ולא אוסיף׃"
13871,אִיּוֹב,18,40,6,"ויען יהוה את איוב מן סערה ויאמר׃"
13872,אִיּוֹב,18,40,7,"אזר נא כגבר חלציך אשאלך והודיעני׃"
13873,אִיּוֹב,18,40,8,"האף תפר משפטי תרשיעני למען תצדק׃"
13874,אִיּוֹב,18,40,9,"ואם זרוע כאל לך ובקול כמהו תרעם׃"
13875,אִיּוֹב,18,40,10,"עדה נא גאון וגבה והוד והדר תלבש׃"
13876,אִיּוֹב,18,40,11,"הפץ עברות אפך וראה כל גאה והשפילהו׃"
13877,אִיּוֹב,18,40,12,"ראה כל גאה הכניעהו והדך רשעים תחתם׃"
13878,אִיּוֹב,18,40,13,"טמנם בעפר יחד פניהם חבש בטמון׃"
13879,אִיּוֹב,18,40,14,"וגם אני אודך כי תושע לך ימינך׃"
13880,אִיּוֹב,18,40,15,"הנה נא בהמות אשר עשיתי עמך חציר כבקר יאכל׃"
13881,אִיּוֹב,18,40,16,"הנה נא כחו במתניו ואנו בשרירי בטנו׃"
13882,אִיּוֹב,18,40,17,"יחפץ זנבו כמו ארז גידי פחדו ישרגו׃"
13883,אִיּוֹב,18,40,18,"עצמיו אפיקי נחושה גרמיו כמטיל ברזל׃"
13884,אִיּוֹב,18,40,19,"הוא ראשית דרכי אל העשו יגש חרבו׃"
13885,אִיּוֹב,18,40,20,"כי בול הרים ישאו לו וכל חית השדה ישחקו שם׃"
13886,אִיּוֹב,18,40,21,"תחת צאלים ישכב בסתר קנה ובצה׃"
13887,אִיּוֹב,18,40,22,"יסכהו צאלים צללו יסבוהו ערבי נחל׃"
13888,אִיּוֹב,18,40,23,"הן יעשק נהר לא יחפוז יבטח כי יגיח ירדן אל פיהו׃"
13889,אִיּוֹב,18,40,24,"בעיניו יקחנו במוקשים ינקב אף׃"
13890,אִיּוֹב,18,41,1,"¶ תמשך לויתן בחכה ובחבל תשקיע לשנו׃"
13891,אִיּוֹב,18,41,2,"התשים אגמון באפו ובחוח תקוב לחיו׃"
13892,אִיּוֹב,18,41,3,"הירבה אליך תחנונים אם ידבר אליך רכות׃"
13893,אִיּוֹב,18,41,4,"היכרת ברית עמך תקחנו לעבד עולם׃"
13894,אִיּוֹב,18,41,5,"התשחק בו כצפור ותקשרנו לנערותיך׃"
13895,אִיּוֹב,18,41,6,"יכרו עליו חברים יחצוהו בין כנענים׃"
13896,אִיּוֹב,18,41,7,"התמלא בשכות עורו ובצלצל דגים ראשו׃"
13897,אִיּוֹב,18,41,8,"שים עליו כפך זכר מלחמה אל תוסף׃"
13898,אִיּוֹב,18,41,9,"הן תחלתו נכזבה הגם אל מראיו יטל׃"
13899,אִיּוֹב,18,41,10,"לא אכזר כי יעורנו ומי הוא לפני יתיצב׃"
13900,אִיּוֹב,18,41,11,"מי הקדימני ואשלם תחת כל השמים לי הוא׃"
13901,אִיּוֹב,18,41,12,"לא אחריש בדיו ודבר גבורות וחין ערכו׃"
13902,אִיּוֹב,18,41,13,"מי גלה פני לבושו בכפל רסנו מי יבוא׃"
13903,אִיּוֹב,18,41,14,"דלתי פניו מי פתח סביבות שניו אימה׃"
13904,אִיּוֹב,18,41,15,"גאוה אפיקי מגנים סגור חותם צר׃"
13905,אִיּוֹב,18,41,16,"אחד באחד יגשו ורוח לא יבוא ביניהם׃"
13906,אִיּוֹב,18,41,17,"איש באחיהו ידבקו יתלכדו ולא יתפרדו׃"
13907,אִיּוֹב,18,41,18,"עטישתיו תהל אור ועיניו כעפעפי שחר׃"
13908,אִיּוֹב,18,41,19,"מפיו לפידים יהלכו כידודי אש יתמלטו׃"
13909,אִיּוֹב,18,41,20,"מנחיריו יצא עשן כדוד נפוח ואגמן׃"
13910,אִיּוֹב,18,41,21,"נפשו גחלים תלהט ולהב מפיו יצא׃"
13911,אִיּוֹב,18,41,22,"בצוארו ילין עז ולפניו תדוץ דאבה׃"
13912,אִיּוֹב,18,41,23,"מפלי בשרו דבקו יצוק עליו בל ימוט׃"
13913,אִיּוֹב,18,41,24,"לבו יצוק כמו אבן ויצוק כפלח תחתית׃"
13914,אִיּוֹב,18,41,25,"משתו יגורו אלים משברים יתחטאו׃"
13915,אִיּוֹב,18,41,26,"משיגהו חרב בלי תקום חנית מסע ושריה׃"
13916,אִיּוֹב,18,41,27,"יחשב לתבן ברזל לעץ רקבון נחושה׃"
13917,אִיּוֹב,18,41,28,"לא יבריחנו בן קשת לקש נהפכו לו אבני קלע׃"
13918,אִיּוֹב,18,41,29,"כקש נחשבו תותח וישחק לרעש כידון׃"
13919,אִיּוֹב,18,41,30,"תחתיו חדודי חרש ירפד חרוץ עלי טיט׃"
13920,אִיּוֹב,18,41,31,"ירתיח כסיר מצולה ים ישים כמרקחה׃"
13921,אִיּוֹב,18,41,32,"אחריו יאיר נתיב יחשב תהום לשיבה׃"
13922,אִיּוֹב,18,41,33,"אין על עפר משלו העשו לבלי חת׃"
13923,אִיּוֹב,18,41,34,"את כל גבה יראה הוא מלך על כל בני שחץ׃"
13924,אִיּוֹב,18,42,1,"¶ ויען איוב את יהוה ויאמר׃"
13925,אִיּוֹב,18,42,2,"ידעת כי כל תוכל ולא יבצר ממך מזמה׃"
13926,אִיּוֹב,18,42,3,"מי זה מעלים עצה בלי דעת לכן הגדתי ולא אבין נפלאות ממני ולא אדע׃"
13927,אִיּוֹב,18,42,4,"שמע נא ואנכי אדבר אשאלך והודיעני׃"
13928,אִיּוֹב,18,42,5,"לשמע אזן שמעתיך ועתה עיני ראתך׃"
13929,אִיּוֹב,18,42,6,"על כן אמאס ונחמתי על עפר ואפר׃"
13930,אִיּוֹב,18,42,7,"ויהי אחר דבר יהוה את הדברים האלה אל איוב ויאמר יהוה אל אליפז התימני חרה אפי בך ובשני רעיך כי לא דברתם אלי נכונה כעבדי איוב׃"
13931,אִיּוֹב,18,42,8,"ועתה קחו לכם שבעה פרים ושבעה אילים ולכו אל עבדי איוב והעליתם עולה בעדכם ואיוב עבדי יתפלל עליכם כי אם פניו אשא לבלתי עשות עמכם נבלה כי לא דברתם אלי נכונה כעבדי איוב׃"
13932,אִיּוֹב,18,42,9,"וילכו אליפז התימני ובלדד השוחי צפר הנעמתי ויעשו כאשר דבר אליהם יהוה וישא יהוה את פני איוב׃"
13933,אִיּוֹב,18,42,10,"ויהוה שב את שבית איוב בהתפללו בעד רעהו ויסף יהוה את כל אשר לאיוב למשנה׃"
13934,אִיּוֹב,18,42,11,"ויבאו אליו כל אחיו וכל אחיתיו וכל ידעיו לפנים ויאכלו עמו לחם בביתו וינדו לו וינחמו אתו על כל הרעה אשר הביא יהוה עליו ויתנו לו איש קשיטה אחת ואיש נזם זהב אחד׃"
13935,אִיּוֹב,18,42,12,"ויהוה ברך את אחרית איוב מראשתו ויהי לו ארבעה עשר אלף צאן וששת אלפים גמלים ואלף צמד בקר ואלף אתונות׃"
13936,אִיּוֹב,18,42,13,"ויהי לו שבענה בנים ושלוש בנות׃"
13937,אִיּוֹב,18,42,14,"ויקרא שם האחת ימימה ושם השנית קציעה ושם השלישית קרן הפוך׃"
13938,אִיּוֹב,18,42,15,"ולא נמצא נשים יפות כבנות איוב בכל הארץ ויתן להם אביהם נחלה בתוך אחיהם׃"
13939,אִיּוֹב,18,42,16,"ויחי איוב אחרי זאת מאה וארבעים שנה וירא את בניו ואת בני בניו ארבעה דרות׃"
13940,אִיּוֹב,18,42,17,"וימת איוב זקן ושבע ימים׃"
13941,תְהִלִּים,19,1,1,"¶ אשרי האיש אשר לא הלך בעצת רשעים ובדרך חטאים לא עמד ובמושב לצים לא ישב׃"
13942,תְהִלִּים,19,1,2,"כי אם בתורת יהוה חפצו ובתורתו יהגה יומם ולילה׃"
13943,תְהִלִּים,19,1,3,"והיה כעץ שתול על פלגי מים אשר פריו יתן בעתו ועלהו לא יבול וכל אשר יעשה יצליח׃"
13944,תְהִלִּים,19,1,4,"לא כן הרשעים כי אם כמץ אשר תדפנו רוח׃"
13945,תְהִלִּים,19,1,5,"על כן לא יקמו רשעים במשפט וחטאים בעדת צדיקים׃"
13946,תְהִלִּים,19,1,6,"כי יודע יהוה דרך צדיקים ודרך רשעים תאבד׃"
13947,תְהִלִּים,19,2,1,"¶ למה רגשו גוים ולאמים יהגו ריק׃"
13948,תְהִלִּים,19,2,2,"יתיצבו מלכי ארץ ורוזנים נוסדו יחד על יהוה ועל משיחו׃"
13949,תְהִלִּים,19,2,3,"ננתקה את מוסרותימו ונשליכה ממנו עבתימו׃"
13950,תְהִלִּים,19,2,4,"יושב בשמים ישחק אדני ילעג למו׃"
13951,תְהִלִּים,19,2,5,"אז ידבר אלימו באפו ובחרונו יבהלמו׃"
13952,תְהִלִּים,19,2,6,"ואני נסכתי מלכי על ציון הר קדשי׃"
13953,תְהִלִּים,19,2,7,"אספרה אל חק יהוה אמר אלי בני אתה אני היום ילדתיך׃"
13954,תְהִלִּים,19,2,8,"שאל ממני ואתנה גוים נחלתך ואחזתך אפסי ארץ׃"
13955,תְהִלִּים,19,2,9,"תרעם בשבט ברזל ככלי יוצר תנפצם׃"
13956,תְהִלִּים,19,2,10,"ועתה מלכים השכילו הוסרו שפטי ארץ׃"
13957,תְהִלִּים,19,2,11,"עבדו את יהוה ביראה וגילו ברעדה׃"
13958,תְהִלִּים,19,2,12,"נשקו בר פן יאנף ותאבדו דרך כי יבער כמעט אפו אשרי כל חוסי בו׃"
13959,תְהִלִּים,19,3,1,"¶ מזמור לדוד בברחו מפני אבשלום בנו יהוה מה רבו צרי רבים קמים עלי׃"
13960,תְהִלִּים,19,3,2,"רבים אמרים לנפשי אין ישועתה לו באלהים סלה׃"
13961,תְהִלִּים,19,3,3,"ואתה יהוה מגן בעדי כבודי ומרים ראשי׃"
13962,תְהִלִּים,19,3,4,"קולי אל יהוה אקרא ויענני מהר קדשו סלה׃"
13963,תְהִלִּים,19,3,5,"אני שכבתי ואישנה הקיצותי כי יהוה יסמכני׃"
13964,תְהִלִּים,19,3,6,"לא אירא מרבבות עם אשר סביב שתו עלי׃"
13965,תְהִלִּים,19,3,7,"קומה יהוה הושיעני אלהי כי הכית את כל איבי לחי שני רשעים שברת׃"
13966,תְהִלִּים,19,3,8,"ליהוה הישועה על עמך ברכתך סלה׃"
13967,תְהִלִּים,19,4,1,"¶ למנצח בנגינות מזמור לדוד בקראי ענני אלהי צדקי בצר הרחבת לי חנני ושמע תפלתי׃"
13968,תְהִלִּים,19,4,2,"בני איש עד מה כבודי לכלמה תאהבון ריק תבקשו כזב סלה׃"
13969,תְהִלִּים,19,4,3,"ודעו כי הפלה יהוה חסיד לו יהוה ישמע בקראי אליו׃"
13970,תְהִלִּים,19,4,4,"רגזו ואל תחטאו אמרו בלבבכם על משכבכם ודמו סלה׃"
13971,תְהִלִּים,19,4,5,"זבחו זבחי צדק ובטחו אל יהוה׃"
13972,תְהִלִּים,19,4,6,"רבים אמרים מי יראנו טוב נסה עלינו אור פניך יהוה׃"
13973,תְהִלִּים,19,4,7,"נתתה שמחה בלבי מעת דגנם ותירושם רבו׃"
13974,תְהִלִּים,19,4,8,"בשלום יחדו אשכבה ואישן כי אתה יהוה לבדד לבטח תושיבני׃"
13975,תְהִלִּים,19,5,1,"¶ למנצח אל הנחילות מזמור לדוד אמרי האזינה יהוה בינה הגיגי׃"
13976,תְהִלִּים,19,5,2,"הקשיבה לקול שועי מלכי ואלהי כי אליך אתפלל׃"
13977,תְהִלִּים,19,5,3,"יהוה בקר תשמע קולי בקר אערך לך ואצפה׃"
13978,תְהִלִּים,19,5,4,"כי לא אל חפץ רשע אתה לא יגרך רע׃"
13979,תְהִלִּים,19,5,5,"לא יתיצבו הוללים לנגד עיניך שנאת כל פעלי און׃"
13980,תְהִלִּים,19,5,6,"תאבד דברי כזב איש דמים ומרמה יתעב יהוה׃"
13981,תְהִלִּים,19,5,7,"ואני ברב חסדך אבוא ביתך אשתחוה אל היכל קדשך ביראתך׃"
13982,תְהִלִּים,19,5,8,"יהוה נחני בצדקתך למען שוררי הושר לפני דרכך׃"
13983,תְהִלִּים,19,5,9,"כי אין בפיהו נכונה קרבם הוות קבר פתוח גרונם לשונם יחליקון׃"
13984,תְהִלִּים,19,5,10,"האשימם אלהים יפלו ממעצותיהם ברב פשעיהם הדיחמו כי מרו בך׃"
13985,תְהִלִּים,19,5,11,"וישמחו כל חוסי בך לעולם ירננו ותסך עלימו ויעלצו בך אהבי שמך׃"
13986,תְהִלִּים,19,5,12,"כי אתה תברך צדיק יהוה כצנה רצון תעטרנו׃"
13987,תְהִלִּים,19,6,1,"¶ למנצח בנגינות על השמינית מזמור לדוד יהוה אל באפך תוכיחני ואל בחמתך תיסרני׃"
13988,תְהִלִּים,19,6,2,"חנני יהוה כי אמלל אני רפאני יהוה כי נבהלו עצמי׃"
13989,תְהִלִּים,19,6,3,"ונפשי נבהלה מאד ואת יהוה עד מתי׃"
13990,תְהִלִּים,19,6,4,"שובה יהוה חלצה נפשי הושיעני למען חסדך׃"
13991,תְהִלִּים,19,6,5,"כי אין במות זכרך בשאול מי יודה לך׃"
13992,תְהִלִּים,19,6,6,"יגעתי באנחתי אשחה בכל לילה מטתי בדמעתי ערשי אמסה׃"
13993,תְהִלִּים,19,6,7,"עששה מכעס עיני עתקה בכל צוררי׃"
13994,תְהִלִּים,19,6,8,"סורו ממני כל פעלי און כי שמע יהוה קול בכיי׃"
13995,תְהִלִּים,19,6,9,"שמע יהוה תחנתי יהוה תפלתי יקח׃"
13996,תְהִלִּים,19,6,10,"יבשו ויבהלו מאד כל איבי ישבו יבשו רגע׃"
13997,תְהִלִּים,19,7,1,"¶ שגיון לדוד אשר שר ליהוה על דברי כוש בן ימיני יהוה אלהי בך חסיתי הושיעני מכל רדפי והצילני׃"
13998,תְהִלִּים,19,7,2,"פן יטרף כאריה נפשי פרק ואין מציל׃"
13999,תְהִלִּים,19,7,3,"יהוה אלהי אם עשיתי זאת אם יש עול בכפי׃"
14000,תְהִלִּים,19,7,4,"אם גמלתי שולמי רע ואחלצה צוררי ריקם׃"
14001,תְהִלִּים,19,7,5,"ירדף אויב נפשי וישג וירמס לארץ חיי וכבודי לעפר ישכן סלה׃"
14002,תְהִלִּים,19,7,6,"קומה יהוה באפך הנשא בעברות צוררי ועורה אלי משפט צוית׃"
14003,תְהִלִּים,19,7,7,"ועדת לאמים תסובבך ועליה למרום שובה׃"
14004,תְהִלִּים,19,7,8,"יהוה ידין עמים שפטני יהוה כצדקי וכתמי עלי׃"
14005,תְהִלִּים,19,7,9,"יגמר נא רע רשעים ותכונן צדיק ובחן לבות וכליות אלהים צדיק׃"
14006,תְהִלִּים,19,7,10,"מגני על אלהים מושיע ישרי לב׃"
14007,תְהִלִּים,19,7,11,"אלהים שופט צדיק ואל זעם בכל יום׃"
14008,תְהִלִּים,19,7,12,"אם לא ישוב חרבו ילטוש קשתו דרך ויכוננה׃"
14009,תְהִלִּים,19,7,13,"ולו הכין כלי מות חציו לדלקים יפעל׃"
14010,תְהִלִּים,19,7,14,"הנה יחבל און והרה עמל וילד שקר׃"
14011,תְהִלִּים,19,7,15,"בור כרה ויחפרהו ויפל בשחת יפעל׃"
14012,תְהִלִּים,19,7,16,"ישוב עמלו בראשו ועל קדקדו חמסו ירד׃"
14013,תְהִלִּים,19,7,17,"אודה יהוה כצדקו ואזמרה שם יהוה עליון׃"
14014,תְהִלִּים,19,8,1,"¶ למנצח על הגתית מזמור לדוד יהוה אדנינו מה אדיר שמך בכל הארץ אשר תנה הודך על השמים׃"
14015,תְהִלִּים,19,8,2,"מפי עוללים וינקים יסדת עז למען צורריך להשבית אויב ומתנקם׃"
14016,תְהִלִּים,19,8,3,"כי אראה שמיך מעשי אצבעתיך ירח וכוכבים אשר כוננתה׃"
14017,תְהִלִּים,19,8,4,"מה אנוש כי תזכרנו ובן אדם כי תפקדנו׃"
14018,תְהִלִּים,19,8,5,"ותחסרהו מעט מאלהים וכבוד והדר תעטרהו׃"
14019,תְהִלִּים,19,8,6,"תמשילהו במעשי ידיך כל שתה תחת רגליו׃"
14020,תְהִלִּים,19,8,7,"צנה ואלפים כלם וגם בהמות שדי׃"
14021,תְהִלִּים,19,8,8,"צפור שמים ודגי הים עבר ארחות ימים׃"
14022,תְהִלִּים,19,8,9,"יהוה אדנינו מה אדיר שמך בכל הארץ׃"
14023,תְהִלִּים,19,9,1,"¶ למנצח עלמות לבן מזמור לדוד אודה יהוה בכל לבי אספרה כל נפלאותיך׃"
14024,תְהִלִּים,19,9,2,"אשמחה ואעלצה בך אזמרה שמך עליון׃"
14025,תְהִלִּים,19,9,3,"בשוב אויבי אחור יכשלו ויאבדו מפניך׃"
14026,תְהִלִּים,19,9,4,"כי עשית משפטי ודיני ישבת לכסא שופט צדק׃"
14027,תְהִלִּים,19,9,5,"גערת גוים אבדת רשע שמם מחית לעולם ועד׃"
14028,תְהִלִּים,19,9,6,"האויב תמו חרבות לנצח וערים נתשת אבד זכרם המה׃"
14029,תְהִלִּים,19,9,7,"ויהוה לעולם ישב כונן למשפט כסאו׃"
14030,תְהִלִּים,19,9,8,"והוא ישפט תבל בצדק ידין לאמים במישרים׃"
14031,תְהִלִּים,19,9,9,"ויהי יהוה משגב לדך משגב לעתות בצרה׃"
14032,תְהִלִּים,19,9,10,"ויבטחו בך יודעי שמך כי לא עזבת דרשיך יהוה׃"
14033,תְהִלִּים,19,9,11,"זמרו ליהוה ישב ציון הגידו בעמים עלילותיו׃"
14034,תְהִלִּים,19,9,12,"כי דרש דמים אותם זכר לא שכח צעקת עניים׃"
14035,תְהִלִּים,19,9,13,"חננני יהוה ראה עניי משנאי מרוממי משערי מות׃"
14036,תְהִלִּים,19,9,14,"למען אספרה כל תהלתיך בשערי בת ציון אגילה בישועתך׃"
14037,תְהִלִּים,19,9,15,"טבעו גוים בשחת עשו ברשת זו טמנו נלכדה רגלם׃"
14038,תְהִלִּים,19,9,16,"נודע יהוה משפט עשה בפעל כפיו נוקש רשע הגיון סלה׃"
14039,תְהִלִּים,19,9,17,"ישובו רשעים לשאולה כל גוים שכחי אלהים׃"
14040,תְהִלִּים,19,9,18,"כי לא לנצח ישכח אביון תקות ענוים תאבד לעד׃"
14041,תְהִלִּים,19,9,19,"קומה יהוה אל יעז אנוש ישפטו גוים על פניך׃"
14042,תְהִלִּים,19,9,20,"שיתה יהוה מורה להם ידעו גוים אנוש המה סלה׃"
14043,תְהִלִּים,19,10,1,"¶ למה יהוה תעמד ברחוק תעלים לעתות בצרה׃"
14044,תְהִלִּים,19,10,2,"בגאות רשע ידלק עני יתפשו במזמות זו חשבו׃"
14045,תְהִלִּים,19,10,3,"כי הלל רשע על תאות נפשו ובצע ברך נאץ יהוה׃"
14046,תְהִלִּים,19,10,4,"רשע כגבה אפו בל ידרש אין אלהים כל מזמותיו׃"
14047,תְהִלִּים,19,10,5,"יחילו דרכו בכל עת מרום משפטיך מנגדו כל צורריו יפיח בהם׃"
14048,תְהִלִּים,19,10,6,"אמר בלבו בל אמוט לדר ודר אשר לא ברע׃"
14049,תְהִלִּים,19,10,7,"אלה פיהו מלא ומרמות ותך תחת לשונו עמל ואון׃"
14050,תְהִלִּים,19,10,8,"ישב במארב חצרים במסתרים יהרג נקי עיניו לחלכה יצפנו׃"
14051,תְהִלִּים,19,10,9,"יארב במסתר כאריה בסכה יארב לחטוף עני יחטף עני במשכו ברשתו׃"
14052,תְהִלִּים,19,10,10,"ודכה ישח ונפל בעצומיו חלכאים׃"
14053,תְהִלִּים,19,10,11,"אמר בלבו שכח אל הסתיר פניו בל ראה לנצח׃"
14054,תְהִלִּים,19,10,12,"קומה יהוה אל נשא ידך אל תשכח עניים׃"
14055,תְהִלִּים,19,10,13,"על מה נאץ רשע אלהים אמר בלבו לא תדרש׃"
14056,תְהִלִּים,19,10,14,"ראתה כי אתה עמל וכעס תביט לתת בידך עליך יעזב חלכה יתום אתה היית עוזר׃"
14057,תְהִלִּים,19,10,15,"שבר זרוע רשע ורע תדרוש רשעו בל תמצא׃"
14058,תְהִלִּים,19,10,16,"יהוה מלך עולם ועד אבדו גוים מארצו׃"
14059,תְהִלִּים,19,10,17,"תאות ענוים שמעת יהוה תכין לבם תקשיב אזנך׃"
14060,תְהִלִּים,19,10,18,"לשפט יתום ודך בל יוסיף עוד לערץ אנוש מן הארץ׃"
14061,תְהִלִּים,19,11,1,"¶ למנצח לדוד ביהוה חסיתי איך תאמרו לנפשי נודו הרכם צפור׃"
14062,תְהִלִּים,19,11,2,"כי הנה הרשעים ידרכון קשת כוננו חצם על יתר לירות במו אפל לישרי לב׃"
14063,תְהִלִּים,19,11,3,"כי השתות יהרסון צדיק מה פעל׃"
